time_period,time_identifier,version,geographic_level,country_code,country_name,gender,establishment_type,admission_type,religious_denomination,subject,qualification_type,grade,number_achieving,percentage_achieving
202223,Academic year,Provisional,National,E92000001,England,Boys,Independent special schools,Total,Total,English Literature,GCSE,9 to 4,80,37
202223,Academic year,Provisional,National,E92000001,England,Girls,Independent special schools,Total,Total,English Literature,GCSE,9 to 4,41,53
202223,Academic year,Provisional,National,E92000001,England,Total,Independent special schools,Total,Total,English Literature,GCSE,9 to 4,121,41
202223,Academic year,Provisional,National,E92000001,England,Boys,Non-maintained special schools,Total,Total,English Literature,GCSE,9 to 4,10,30
202223,Academic year,Provisional,National,E92000001,England,Girls,Non-maintained special schools,Total,Total,English Literature,GCSE,9 to 4,13,81
202223,Academic year,Provisional,National,E92000001,England,Total,Non-maintained special schools,Total,Total,English Literature,GCSE,9 to 4,23,47
202223,Academic year,Provisional,National,E92000001,England,Boys,Sponsored academies,Total,Total,English Literature,GCSE,9 to 4,38466,58
202223,Academic year,Provisional,National,E92000001,England,Girls,Sponsored academies,Total,Total,English Literature,GCSE,9 to 4,44669,71
202223,Academic year,Provisional,National,E92000001,England,Total,Sponsored academies,Total,Total,English Literature,GCSE,9 to 4,83135,64
202223,Academic year,Provisional,National,E92000001,England,Boys,"State-funded inc hosp, PRU & AP",Total,Total,English Literature,GCSE,9 to 4,196116,67
202223,Academic year,Provisional,National,E92000001,England,Girls,"State-funded inc hosp, PRU & AP",Total,Total,English Literature,GCSE,9 to 4,225541,79
202223,Academic year,Provisional,National,E92000001,England,Total,"State-funded inc hosp, PRU & AP",Total,Total,English Literature,GCSE,9 to 4,421657,73
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Church of England,English Literature,GCSE,9 to 4,11144,69
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Church of England,English Literature,GCSE,9 to 4,12889,80
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Church of England,English Literature,GCSE,9 to 4,24033,74
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Hindu,English Literature,GCSE,9 to 4,158,87
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Hindu,English Literature,GCSE,9 to 4,167,90
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Hindu,English Literature,GCSE,9 to 4,325,89
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Jewish,English Literature,GCSE,9 to 4,581,86
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Jewish,English Literature,GCSE,9 to 4,716,92
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Jewish,English Literature,GCSE,9 to 4,1297,89
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Muslim,English Literature,GCSE,9 to 4,679,85
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Muslim,English Literature,GCSE,9 to 4,945,93
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Muslim,English Literature,GCSE,9 to 4,1624,90
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,No religious character,English Literature,GCSE,9 to 4,159737,66
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,No religious character,English Literature,GCSE,9 to 4,184065,78
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,No religious character,English Literature,GCSE,9 to 4,343802,72
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Other Christian faith,English Literature,GCSE,9 to 4,4167,73
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Other Christian faith,English Literature,GCSE,9 to 4,3796,80
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Other Christian faith,English Literature,GCSE,9 to 4,7963,76
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Roman catholic,English Literature,GCSE,9 to 4,19156,72
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Roman catholic,English Literature,GCSE,9 to 4,22506,83
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Roman catholic,English Literature,GCSE,9 to 4,41662,77
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Sikh,English Literature,GCSE,9 to 4,221,79
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Sikh,English Literature,GCSE,9 to 4,213,89
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Sikh,English Literature,GCSE,9 to 4,434,84
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,Total,Total,English Literature,GCSE,9 to 4,195909,67
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,Total,Total,English Literature,GCSE,9 to 4,225375,79
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,Total,Total,English Literature,GCSE,9 to 4,421284,73
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,non-selective schools in highly selective areas,Total,English Literature,GCSE,9 to 4,10906,59
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,non-selective schools in highly selective areas,Total,English Literature,GCSE,9 to 4,13395,73
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,non-selective schools in highly selective areas,Total,English Literature,GCSE,9 to 4,24301,66
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,non-selective schools in other areas,Total,English Literature,GCSE,9 to 4,172151,66
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,non-selective schools in other areas,Total,English Literature,GCSE,9 to 4,198921,78
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,non-selective schools in other areas,Total,English Literature,GCSE,9 to 4,371072,72
202223,Academic year,Provisional,National,E92000001,England,Boys,State-funded mainstream,selective schools,Total,English Literature,GCSE,9 to 4,12786,97
202223,Academic year,Provisional,National,E92000001,England,Girls,State-funded mainstream,selective schools,Total,English Literature,GCSE,9 to 4,12981,99
202223,Academic year,Provisional,National,E92000001,England,Total,State-funded mainstream,selective schools,Total,English Literature,GCSE,9 to 4,25767,98
202223,Academic year,Provisional,National,E92000001,England,Boys,Studio schools,Total,Total,English Literature,GCSE,9 to 4,233,44
202223,Academic year,Provisional,National,E92000001,England,Girls,Studio schools,Total,Total,English Literature,GCSE,9 to 4,369,62
202223,Academic year,Provisional,National,E92000001,England,Total,Studio schools,Total,Total,English Literature,GCSE,9 to 4,602,54
202223,Academic year,Provisional,National,E92000001,England,Boys,University technical colleges (UTCs),Total,Total,English Literature,GCSE,9 to 4,1423,56
202223,Academic year,Provisional,National,E92000001,England,Girls,University technical colleges (UTCs),Total,Total,English Literature,GCSE,9 to 4,849,70
202223,Academic year,Provisional,National,E92000001,England,Total,University technical colleges (UTCs),Total,Total,English Literature,GCSE,9 to 4,2272,60
202223,Academic year,Provisional,National,E92000001,England,Boys,Academies and free schools,Total,Total,English Literature,GCSE,9 to 5,114662,49
202223,Academic year,Provisional,National,E92000001,England,Girls,Academies and free schools,Total,Total,English Literature,GCSE,9 to 5,144755,64
202223,Academic year,Provisional,National,E92000001,England,Total,Academies and free schools,Total,Total,English Literature,GCSE,9 to 5,259417,56
202223,Academic year,Provisional,National,E92000001,England,Boys,All independent schools,Total,Total,English Literature,GCSE,9 to 5,7796,80
202223,Academic year,Provisional,National,E92000001,England,Girls,All independent schools,Total,Total,English Literature,GCSE,9 to 5,10118,89
202223,Academic year,Provisional,National,E92000001,England,Total,All independent schools,Total,Total,English Literature,GCSE,9 to 5,17914,85
202223,Academic year,Provisional,National,E92000001,England,Boys,All schools,Total,Total,English Literature,GCSE,9 to 5,151977,50
202223,Academic year,Provisional,National,E92000001,England,Girls,All schools,Total,Total,English Literature,GCSE,9 to 5,192770,65
202223,Academic year,Provisional,National,E92000001,England,Total,All schools,Total,Total,English Literature,GCSE,9 to 5,344747,57
202223,Academic year,Provisional,National,E92000001,England,Boys,All special schools,Total,Total,English Literature,GCSE,9 to 5,104,13
202223,Academic year,Provisional,National,E92000001,England,Girls,All special schools,Total,Total,English Literature,GCSE,9 to 5,60,25
202223,Academic year,Provisional,National,E92000001,England,Total,All special schools,Total,Total,English Literature,GCSE,9 to 5,164,16
202223,Academic year,Provisional,National,E92000001,England,Boys,All state-funded,Total,Total,English Literature,GCSE,9 to 5,144041,49
202223,Academic year,Provisional,National,E92000001,England,Girls,All state-funded,Total,Total,English Literature,GCSE,9 to 5,182386,64
202223,Academic year,Provisional,National,E92000001,England,Total,All state-funded,Total,Total,English Literature,GCSE,9 to 5,326427,56
202223,Academic year,Provisional,National,E92000001,England,Boys,All state-funded special schools,Total,Total,English Literature,GCSE,9 to 5,60,11
202223,Academic year,Provisional,National,E92000001,England,Girls,All state-funded special schools,Total,Total,English Literature,GCSE,9 to 5,23,15
202223,Academic year,Provisional,National,E92000001,England,Total,All state-funded special schools,Total,Total,English Literature,GCSE,9 to 5,83,12
202223,Academic year,Provisional,National,E92000001,England,Boys,Converter academies,Total,Total,English Literature,GCSE,9 to 5,81138,53
202223,Academic year,Provisional,National,E92000001,England,Girls,Converter academies,Total,Total,English Literature,GCSE,9 to 5,103742,68
202223,Academic year,Provisional,National,E92000001,England,Total,Converter academies,Total,Total,English Literature,GCSE,9 to 5,184880,61
202223,Academic year,Provisional,National,E92000001,England,Boys,FE 14-16 colleges,Total,Total,English Literature,GCSE,9 to 5,43,28
202223,Academic year,Provisional,National,E92000001,England,Girls,FE 14-16 colleges,Total,Total,English Literature,GCSE,9 to 5,48,24
202223,Academic year,Provisional,National,E92000001,England,Total,FE 14-16 colleges,Total,Total,English Literature,GCSE,9 to 5,91,26
202223,Academic year,Provisional,National,E92000001,England,Boys,Free schools,Total,Total,English Literature,GCSE,9 to 5,6204,56
202223,Academic year,Provisional,National,E92000001,England,Girls,Free schools,Total,Total,English Literature,GCSE,9 to 5,6212,68
202223,Academic year,Provisional,National,E92000001,England,Total,Free schools,Total,Total,English Literature,GCSE,9 to 5,12416,61
